No., Glass No., Data Source, Year, Data Source Number, SiO2, Al2O3, MgO, CaO, Na2O, Liquidus Temperature ( C ), Liquidus Temperature (Predictive Value), Liquidus Temperature (Residual)
1955, GJ03-310547, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 74.0, 14.3, 11.7, , , 1500.0, , 
1956, GJ03-310548, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 76.0, 13.2, 10.8, , , 1485.0, , 
1957, GJ03-310549, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 61.0, 11.7, 20.48, 6.83, , 1316.0, , 
1958, GJ03-310550, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 63.0, 11.1, 19.43, 6.48, , 1361.0, , 
1959, GJ03-310551, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 65.0, 10.5, 18.38, 6.13, , 1379.0, , 
1960, GJ03-310552, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 67.0, 9.9, 17.33, 5.78, , 1407.0, , 
1961, GJ03-310553, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 63.0, 12.95, 18.04, 6.01, , 1315.0, , 
1962, GJ03-310554, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 65.0, 12.25, 17.06, 5.69, , 1315.0, , 
1963, GJ03-310555, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 67.0, 11.55, 16.09, 5.36, , 1405.0, , 
1964, GJ03-310556, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 69.0, 10.85, 15.11, 5.04, , 1419.0, , 
1965, GJ03-310557, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 65.0, 14.0, 15.75, 5.25, , 1356.0, , 
1966, GJ03-310558, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 67.0, 13.2, 14.85, 4.95, , 1403.0, , 
1967, GJ03-310559, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 69.0, 12.4, 13.95, 4.65, , 1416.0, , 
1968, GJ03-310560, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 71.0, 11.6, 13.05, 4.35, , 1433.0, , 
1969, GJ03-310561, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 67.0, 14.85, 13.61, 4.54, , 1406.0, , 
1970, GJ03-310562, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 69.0, 13.95, 12.79, 4.26, , 1417.0, , 
1971, GJ03-310563, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 71.0, 13.05, 11.96, 3.99, , 1428.0, , 
1972, GJ03-310564, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 73.0, 12.15, 11.14, 3.71, , 1455.0, , 
1973, GJ03-310565, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 69.0, 15.5, 11.63, 3.88, , 1432.0, , 
1974, GJ03-310566, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 71.0, 14.5, 10.88, 3.63, , 1449.0, , 
1975, GJ03-310567, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 73.0, 13.5, 10.13, 3.38, , 1453.0, , 
1976, GJ03-310568, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 75.0, 12.5, 9.38, 3.13, , 1462.0, , 
1977, GJ03-310569, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 71.0, 15.95, 9.79, 3.26, , 1475.0, , 
1978, GJ03-310570, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 73.0, 14.85, 9.11, 3.04, , 1475.0, , 
1979, GJ03-310571, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 75.0, 13.75, 8.44, 2.81, , 1475.0, , 
1980, GJ03-310572, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 77.0, 12.65, 7.76, 2.59, , 1465.0, , 
1981, GJ03-310573, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 63.0, 11.1, 6.48, 19.43, , 1309.0, , 
1982, GJ03-310574, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 65.0, 10.5, 6.13, 18.38, , 1305.0, , 
1983, GJ03-310575, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 67.0, 9.9, 5.78, 17.33, , 1354.0, , 
1984, GJ03-310576, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 69.0, 9.3, 5.43, 16.28, , 1407.0, , 
1985, GJ03-310577, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 65.0, 12.25, 5.69, 17.06, , 1327.0, , 
1986, GJ03-310578, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 67.0, 11.55, 5.36, 16.09, , 1334.0, , 
1987, GJ03-310579, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 69.0, 10.85, 5.04, 15.11, , 1366.0, , 
1988, GJ03-310580, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 71.0, 10.15, 4.71, 14.14, , 1402.0, , 
1989, GJ03-310581, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 67.0, 13.2, 4.95, 14.85, , 1353.0, , 
1990, GJ03-310582, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 69.0, 12.4, 4.65, 13.95, , 1321.0, , 
1991, GJ03-310583, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 71.0, 11.6, 4.35, 13.05, , 1365.0, , 
1992, GJ03-310584, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 73.0, 10.8, 4.05, 12.15, , 1413.0, , 
1993, GJ03-310585, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 69.0, 13.95, 4.26, 12.79, , 1331.0, , 
1994, GJ03-310586, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 71.0, 13.05, 3.99, 11.96, , 1359.0, , 
1995, GJ03-310587, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 73.0, 12.15, 3.71, 11.14, , 1388.0, , 
1996, GJ03-310588, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 75.0, 11.25, 3.44, 10.31, , 1419.0, , 
1997, GJ03-310589, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 71.0, 14.5, 3.63, 10.88, , 1369.0, , 
1998, GJ03-310590, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 73.0, 13.5, 3.38, 10.13, , 1380.0, , 
1999, GJ03-310591, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 75.0, 12.5, 3.13, 9.38, , 1416.0, , 
2000, GJ03-310592, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 77.0, 11.5, 2.88, 8.63, , 1435.0, , 
2001, GJ03-310593, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 73.0, 14.85, 3.04, 9.11, , 1450.0, , 
2002, GJ03-310594, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 75.0, 13.75, 2.81, 8.44, , 1414.0, , 
2003, GJ03-310595, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 77.0, 12.65, 2.59, 7.76, , 1429.0, , 
2004, GJ03-310596, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 79.0, 11.55, 2.36, 7.09, , 1453.0, , 
2005, GJ03-310597, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 62.0, 11.4, 13.3, 13.3, , 1280.0, , 
2006, GJ03-310598, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 64.0, 10.8, 12.6, 12.6, , 1304.0, , 
2007, GJ03-310599, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 66.0, 10.2, 11.9, 11.9, , 1361.0, , 
2008, GJ03-310600, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 68.0, 9.6, 11.2, 11.2, , 1374.0, , 
2009, GJ03-310601, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 64.0, 12.6, 11.7, 11.7, , 1308.0, , 
2010, GJ03-310602, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 66.0, 11.9, 11.05, 11.05, , 1337.0, , 
2011, GJ03-310603, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 68.0, 11.2, 10.4, 10.4, , 1363.0, , 
2012, GJ03-310604, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 70.0, 10.5, 9.75, 9.75, , 1405.0, , 
2013, GJ03-310605, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 66.0, 13.6, 10.2, 10.2, , 1325.0, , 
2014, GJ03-310606, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 68.0, 12.8, 9.6, 9.6, , 1354.0, , 
2015, GJ03-310607, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 70.0, 12.0, 9.0, 9.0, , 1401.0, , 
2016, GJ03-310608, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 72.0, 11.2, 8.4, 8.4, , 1427.0, , 
2017, GJ03-310609, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 68.0, 14.4, 8.8, 8.8, , 1356.0, , 
2018, GJ03-310610, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 70.0, 13.5, 8.25, 8.25, , 1365.0, , 
2019, GJ03-310611, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 72.0, 12.6, 7.7, 7.7, , 1412.0, , 
2020, GJ03-310612, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 74.0, 11.7, 7.15, 7.15, , 1428.0, , 
2021, GJ03-310613, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 70.0, 15.0, 7.5, 7.5, , 1426.0, , 
2022, GJ03-310614, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 72.0, 14.0, 7.0, 7.0, , 1420.0, , 
2023, GJ03-310615, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 74.0, 13.0, 6.5, 6.5, , 1427.0, , 
2024, GJ03-310616, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 76.0, 12.0, 6.0, 6.0, , 1438.0, , 
2025, GJ03-310617, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 72.0, 15.4, 6.3, 6.3, , 1475.0, , 
2026, GJ03-310618, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 74.0, 14.3, 5.85, 5.85, , 1450.0, , 
2027, GJ03-310619, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 76.0, 13.2, 5.4, 5.4, , 1450.0, , 
2028, GJ03-310620, J. Non-Crystalline Solids, 2013, v. 363  p. 000039, 78.0, 12.1, 4.95, 4.95, , 1450.0, , 
2029, GJ02-310630, J. Non-Crystalline Solids, 2013, v. 365  p. 000023, 63.35, , , , 31.67, 827.0, , 
2030, GP02-310921, Japanese Patent    Nippon Electric Glass (J), 2013, A043795, 61.1, 12.9, 6.5, , 15.9, 1150.0, , 
2031, GP02-310922, Japanese Patent    Nippon Electric Glass (J), 2013, A043795, 60.3, 13.0, 6.6, , 16.0, 1150.0, , 
2032, GP02-310924, Japanese Patent    Nippon Electric Glass (J), 2013, A043795, 61.4, 11.0, 6.6, , 16.0, 1040.0, , 
2033, GP02-310925, Japanese Patent    Nippon Electric Glass (J), 2013, A043795, 61.1, 12.3, 6.5, , 16.0, 1120.0, , 
2034, GP02-310930, Japanese Patent    Nippon Electric Glass (J), 2013, A043795, 64.2, 10.2, 6.4, , 15.7, 980.0, , 
2035, GP02-311316, US Patent, 2013, A0017380, 61.06, 12.91, 6.51, , 15.92, 1150.0, , 
2036, GP02-311483, US Patent, 2013, A0115422, 64.04, 12.22, 4.07, 7.6, 8.46, 1160.0, , 
2037, GP02-311484, US Patent, 2013, A0115422, 59.65, 12.21, 7.31, 5.26, 10.57, 1150.0, , 
2038, GP02-311487, US Patent, 2013, A0115422, 55.75, 14.91, 7.38, 7.66, 10.66, 1135.0, , 
2039, GP02-311488, US Patent, 2013, A0115422, 59.23, 16.56, 4.19, 5.42, 10.89, 1135.0, , 
2040, GP02-311490, US Patent, 2013, A0115422, 61.01, 12.91, 6.53, , 15.93, 1070.0, , 
2041, GP02-311491, US Patent, 2013, A0115422, 59.57, 13.08, 6.61, , 16.13, 1055.0, , 
2042, GP02-311553, US Patent, 2013, A0143459, 66.06, 7.12, , 12.17, 10.93, 1155.0, , 
2043, GP02-311554, US Patent, 2013, A0143459, 67.33, 7.44, 4.04, 4.98, 13.36, 1170.0, , 
2044, GP02-311555, US Patent, 2013, A0143459, 64.34, 6.93, , 13.59, 11.49, 1180.0, , 
2045, GP02-311556, US Patent, 2013, A0143459, 64.98, 7.01, , 12.36, 11.99, 1135.0, , 
2046, GP02-311557, US Patent, 2013, A0143459, 64.23, 6.93, 4.63, 8.89, 11.85, 1090.0, , 
2047, GP02-311558, US Patent, 2013, A0143459, 64.52, 6.94, , 12.49, 12.54, 1140.0, , 
2048, GP02-311559, US Patent, 2013, A0143459, 64.1, 6.9, , 13.16, 12.59, 1130.0, , 
2049, GP02-311560, US Patent, 2013, A0143459, 63.15, 6.8, 4.63, 9.64, 12.41, 1120.0, , 
2050, GP02-311601, US Patent    Nippon Electric Glass (J), 2013, A0165312, 66.54, 9.54, 3.22, 2.31, 15.16, 985.0, , 
2051, GP02-311602, US Patent    Nippon Electric Glass (J), 2013, A0165312, 63.15, 9.41, 5.4, 4.56, 14.97, 936.0, , 
2052, GP02-311603, US Patent    Nippon Electric Glass (J), 2013, A0165312, 64.52, 10.95, 5.89, , 16.47, 1005.0, , 
2053, GP02-311678, European Patent, 2013, A2571824, 71.11, 0.24, 6.01, 9.86, 12.31, 1101.6, , 
2054, GP02-311679, European Patent, 2013, A2571824, 71.09, 0.24, 6.01, 9.89, 12.31, 1018.0, , 
2055, GP02-311680, European Patent, 2013, A2571824, 70.51, 0.24, 5.93, 9.75, 13.12, 1076.1, , 
2056, GP02-311681, European Patent, 2013, A2571824, 69.53, 0.4, 6.91, 10.37, 12.44, 1082.0, , 
2057, GP02-311682, European Patent, 2013, A2571824, 67.95, 0.52, 8.0, 10.77, 12.41, 1059.7, , 
2058, GP02-311683, European Patent, 2013, A2571824, 70.55, 0.4, 6.93, 10.38, 11.39, 1096.7, , 
2059, GP02-311684, European Patent, 2013, A2571824, 69.6, 0.4, 7.98, 10.75, 10.86, 1097.5, , 
2060, GP02-311685, European Patent, 2013, A2571824, 70.12, 0.4, 7.99, 10.75, 10.39, 1106.1, , 
2061, GP02-311686, European Patent, 2013, A2571824, 70.92, 0.42, 8.06, 10.78, 9.47, 1129.5, , 
2062, GP02-312505, Japanese Patent    Nippon Electric Glass (J), 2013, A163633, 64.94, 8.03, 10.93, 0.22, 11.68, 1110.0, , 
2063, GP02-312618, Japanese Patent    Nippon Sheet Glass (J), 2013, A193887, 61.94, 6.52, 11.3, 0.77, 18.17, 868.0, , 
2064, GP02-312620, Japanese Patent    Nippon Sheet Glass (J), 2013, A193887, 61.98, 6.18, 11.18, 0.77, 17.34, 959.0, , 
2065, GP02-312623, Japanese Patent    Nippon Sheet Glass (J), 2013, A193887, 62.32, 6.26, 11.23, 0.77, 16.41, 922.0, , 
2066, GP02-312624, Japanese Patent    Nippon Sheet Glass (J), 2013, A193887, 61.97, 6.23, 12.08, 0.55, 16.41, 1007.0, , 
2067, GP02-312625, Japanese Patent    Nippon Sheet Glass (J), 2013, A193887, 62.19, 6.04, 12.07, 0.55, 16.39, 1000.0, , 
2068, GP02-312626, Japanese Patent    Nippon Sheet Glass (J), 2013, A193887, 61.98, 6.25, 11.66, 0.55, 16.37, 995.0, , 
2069, GP02-312627, Japanese Patent    Nippon Sheet Glass (J), 2013, A193887, 62.12, 6.24, 11.65, 0.66, 16.45, 1003.0, , 
2070, GP02-312815, Japanese Patent    Nippon Electric Glass (J), 2013, A227214, 61.1, 12.9, 6.5, , 15.9, 1150.0, , 
2071, GP02-312816, Japanese Patent    Nippon Electric Glass (J), 2013, A227214, 60.3, 13.0, 6.6, , 16.0, 1150.0, , 
2072, GP02-312818, Japanese Patent    Nippon Electric Glass (J), 2013, A227214, 61.4, 11.0, 6.6, , 16.0, 1040.0, , 
2073, GP02-312819, Japanese Patent    Nippon Electric Glass (J), 2013, A227214, 61.1, 12.3, 6.5, , 16.0, 1120.0, , 
2074, GP02-312824, Japanese Patent    Nippon Electric Glass (J), 2013, A227214, 64.2, 10.2, 6.4, , 15.7, 980.0, , 
2075, GP03-312896, US Patent    Saint-Gobain (FR), 2013, A8476175, 61.69, 11.96, 14.45, 8.41, 0.2, 1220.0, , 
2076, GP03-312897, US Patent    Saint-Gobain (FR), 2013, A8476175, 62.09, 10.99, 15.19, 9.06, , 1220.0, , 
2077, GP03-312898, US Patent    Saint-Gobain (FR), 2013, A8476175, 61.9, 12.35, 14.17, 7.45, 0.2, 1210.0, , 
2078, GP03-312899, US Patent    Saint-Gobain (FR), 2013, A8476175, 61.66, 12.98, 14.2, 6.36, 0.2, 1230.0, , 
2079, GP03-313110, US Patent    OCV Intellectual Capital (US), 2013, A8563450, 64.23, 11.18, 14.48, 9.33, 0.7, 1238.0, , 
2080, GP03-313111, US Patent    OCV Intellectual Capital (US), 2013, A8563450, 63.91, 11.19, 14.72, 9.48, 0.68, 1231.0, , 
2081, GP03-313113, US Patent    OCV Intellectual Capital (US), 2013, A8563450, 64.61, 12.08, 17.21, 5.32, 0.7, 1279.0, , 
2082, GP03-313116, US Patent    OCV Intellectual Capital (US), 2013, A8563450, 63.9, 10.43, 12.2, 12.69, 0.7, 1261.0, , 
2083, GP03-313117, US Patent    OCV Intellectual Capital (US), 2013, A8563450, 65.96, 9.97, 10.19, 12.4, 0.75, 1242.0, , 
2084, GP03-313118, US Patent    OCV Intellectual Capital (US), 2013, A8563450, 65.15, 9.97, 10.18, 13.22, 0.75, 1257.0, , 
2085, GP03-313119, US Patent    OCV Intellectual Capital (US), 2013, A8563450, 63.81, 11.11, 10.26, 13.32, 0.76, 1289.0, , 
2086, GP06-313170, US Patent    OCV Intellectual Capital (US), 2013, A8586491, 64.23, 11.18, 14.48, 9.33, 0.7, 1238.0, , 
2087, GP06-313171, US Patent    OCV Intellectual Capital (US), 2013, A8586491, 64.61, 12.08, 17.21, 5.32, 0.7, 1279.0, , 
2088, GP06-313172, US Patent    OCV Intellectual Capital (US), 2013, A8586491, 63.9, 10.43, 12.2, 12.69, 0.7, 1261.0, , 
2089, GP06-313173, US Patent    OCV Intellectual Capital (US), 2013, A8586491, 65.96, 9.97, 10.19, 12.4, 0.75, 1242.0, , 
2090, GP06-313174, US Patent    OCV Intellectual Capital (US), 2013, A8586491, 65.15, 9.97, 10.18, 13.22, 0.75, 1257.0, , 
2091, GP06-313175, US Patent    OCV Intellectual Capital (US), 2013, A8586491, 63.81, 11.11, 10.26, 13.32, 0.76, 1289.0, , 
2092, GP06-313176, US Patent    OCV Intellectual Capital (US), 2013, A8586491, 63.19, 11.46, 14.76, 9.61, 0.25, 1238.0, , 
2093, GP06-313177, US Patent    OCV Intellectual Capital (US), 2013, A8586491, 65.69, 11.3, 14.75, 7.67, 0.25, 1281.0, , 
2094, GP03-313178, US Patent    OCV Intellectual Capital (US), 2013, A8586491, 66.47, 9.04, 9.15, 15.34, , 1301.0, , 
2095, GP03-313179, US Patent    OCV Intellectual Capital (US), 2013, A8586491, 65.68, 12.1, 16.83, 4.4, 0.99, 1316.0, , 
2096, GP03-313365, US Patent    Nitto Boseki (J), 2013, A0210602, 61.59, 12.72, 18.45, 7.24, , 1305.0, , 
2097, GP03-313366, US Patent    Nitto Boseki (J), 2013, A0210602, 61.03, 12.01, 19.8, 7.06, 0.1, 1286.0, , 
2098, GP03-313367, US Patent    Nitto Boseki (J), 2013, A0210602, 61.3, 12.06, 18.36, 8.18, 0.1, 1271.0, , 
2099, GP03-313368, US Patent    Nitto Boseki (J), 2013, A0210602, 61.76, 12.17, 15.47, 10.46, 0.1, 1238.0, , 
2100, GP03-313369, US Patent    Nitto Boseki (J), 2013, A0210602, 59.1, 12.05, 18.35, 10.36, 0.1, 1223.0, , 
2101, GP03-313370, US Patent    Nitto Boseki (J), 2013, A0210602, 58.85, 12.0, 19.78, 9.23, 0.1, 1241.0, , 
2102, GP03-313371, US Patent    Nitto Boseki (J), 2013, A0210602, 59.61, 12.03, 19.07, 9.25, , 1241.0, , 
2103, GP03-313372, US Patent    Nitto Boseki (J), 2013, A0210602, 60.17, 12.06, 18.36, 9.27, 0.1, 1254.0, , 
2104, GP03-313373, US Patent    Nitto Boseki (J), 2013, A0210602, 59.88, 12.39, 18.4, 9.29, , 1246.0, , 
2105, GP03-313374, US Patent    Nitto Boseki (J), 2013, A0210602, 59.5, 12.71, 18.44, 9.31, , 1268.0, , 
2106, GP06-313495, European Patent    OCV Intellectual Capital (US), 2013, A2630094, 72.31, 12.18, 15.09, , , 1412.0, , 
2107, GP06-313496, European Patent    OCV Intellectual Capital (US), 2013, A2630094, 73.04, 11.52, 15.03, , , 1416.0, , 
2108, GP06-313497, European Patent    OCV Intellectual Capital (US), 2013, A2630094, 73.75, 10.87, 14.97, , , 1437.0, , 
2109, GP06-313498, European Patent    OCV Intellectual Capital (US), 2013, A2630094, 75.79, 12.51, 7.4, 1.83, 0.04, 1580.0, , 
2110, GP06-313499, European Patent    OCV Intellectual Capital (US), 2013, A2630094, 73.82, 12.74, 8.06, 2.32, 0.05, 1560.0, , 
2111, GP06-313500, European Patent    OCV Intellectual Capital (US), 2013, A2630094, 75.32, 11.36, 7.99, 2.3, 0.05, 1548.0, , 
2112, GP06-313501, European Patent    OCV Intellectual Capital (US), 2013, A2630094, 76.81, 12.88, 4.88, 2.34, 0.05, 1627.0, , 
2113, GP06-313502, European Patent    OCV Intellectual Capital (US), 2013, A2630094, 76.11, 12.76, 8.07, , 0.05, 1598.0, , 
2114, GP06-313503, European Patent    OCV Intellectual Capital (US), 2013, A2630094, 76.89, 12.81, 7.89, 2.15, 0.05, 1569.0, , 
2115, GP06-313504, European Patent    OCV Intellectual Capital (US), 2013, A2630094, 75.8, 12.52, 7.41, 1.84, , 1580.0, , 
2116, GP03-313505, European Patent    OCV Intellectual Capital (US), 2013, A2630095, 71.5, 7.01, 17.91, 1.39, 0.71, 1406.0, , 
2117, GP03-313506, European Patent    OCV Intellectual Capital (US), 2013, A2630095, 69.1, 7.37, 18.89, 1.78, 0.93, 1347.0, , 
2118, GP03-313507, European Patent    OCV Intellectual Capital (US), 2013, A2630095, 71.13, 5.71, 18.62, 1.74, 0.91, 1397.0, , 
2119, GP03-313508, European Patent    OCV Intellectual Capital (US), 2013, A2630095, 73.01, 7.48, 14.8, 1.81, 0.94, 1359.0, , 
2120, GP03-313509, European Patent    OCV Intellectual Capital (US), 2013, A2630095, 71.79, 7.19, 18.39, 0.11, 0.82, 1393.0, , 
2121, GP03-313510, European Patent    OCV Intellectual Capital (US), 2013, A2630095, 72.23, 7.17, 18.32, 1.5, 0.78, 1469.0, , 
2122, GP03-313511, European Patent    OCV Intellectual Capital (US), 2013, A2630095, 71.63, 7.11, 18.17, 1.49, , 1456.0, , 
2123, GP03-313512, European Patent    OCV Intellectual Capital (US), 2013, A2630095, 75.18, 5.71, 14.45, 0.1, , 1299.0, , 
2124, GP03-313513, European Patent    OCV Intellectual Capital (US), 2013, A2630095, 72.65, 11.18, 15.67, 0.26, 0.08, 1455.0, , 
2125, GP03-313543, European Patent    Nippon Electric Glass (J), 2013, A2639205, 71.24, 10.53, , 13.72, , 1215.0, , 
2126, GP03-313544, European Patent    Nippon Electric Glass (J), 2013, A2639205, 70.04, 10.35, 3.29, 12.31, , 1215.0, , 
2127, GP03-313548, European Patent    Nippon Electric Glass (J), 2013, A2639205, 67.83, 11.65, , 18.23, , 1250.0, , 
2128, GP02-314358, Japanese Patent    Nippon Electric Glass (J), 2014, A015349, 64.58, 7.95, 10.21, 0.23, 12.56, 1107.0, , 
2129, GP02-314737, Japanese Patent    Nippon Electric Glass (J), 2014, A062041, 67.3, 10.7, 6.4, , 13.5, 1100.0, , 
2130, GP02-314779, Japanese Patent    Hoya Corp. (J), 2014, A073960, 66.97, 10.97, 3.03, 2.98, 15.97, 1000.0, , 
2131, GP02-314780, Japanese Patent    Hoya Corp. (J), 2014, A073960, 66.71, 9.2, 3.48, 3.64, 16.27, 1021.0, , 
2132, GP02-314781, Japanese Patent    Hoya Corp. (J), 2014, A073960, 65.07, 8.34, 3.54, 3.71, 15.19, 948.0, , 
2133, GP02-314782, Japanese Patent    Hoya Corp. (J), 2014, A073960, 66.65, 8.25, 3.5, 3.66, 15.02, 927.0, , 
2134, GP02-314783, Japanese Patent    Hoya Corp. (J), 2014, A073960, 65.41, 9.32, 3.53, 3.69, 15.12, 988.0, , 
2135, GP02-314784, Japanese Patent    Hoya Corp. (J), 2014, A073960, 66.45, 8.18, 3.55, 3.72, 13.56, 1003.0, , 
2136, GP02-314785, Japanese Patent    Hoya Corp. (J), 2014, A073960, 61.7, 11.23, 3.61, 3.78, 15.49, 1018.0, , 
2137, GP02-314786, Japanese Patent    Hoya Corp. (J), 2014, A073960, 63.33, 9.85, 3.58, 3.74, 15.35, 1003.0, , 
2138, GP02-314787, Japanese Patent    Hoya Corp. (J), 2014, A073960, 66.5, 7.14, 3.52, 3.68, 15.08, 968.0, , 
2139, GP02-314788, Japanese Patent    Hoya Corp. (J), 2014, A073960, 64.6, 8.28, 6.24, 1.72, 15.08, 1112.0, , 
2140, GP02-315003, US Patent    Others, 2014, A8647995, 63.65, 12.99, 3.13, 3.15, 12.3, 1025.0, , 
2141, GP02-315004, US Patent    Others, 2014, A8647995, 63.64, 12.98, 3.55, 3.55, 11.32, 1055.0, , 
2142, GP02-315005, US Patent    Others, 2014, A8647995, 63.69, 12.99, 3.94, 3.95, 11.27, 1090.0, , 
2143, GP03-315225, US Patent    Others, 2014, A8703633, 61.81, 9.4, 13.11, 13.9, 0.4, 1221.0, , 
2144, GP03-315226, US Patent    Others, 2014, A8703633, 61.67, 9.46, 13.6, 13.11, 0.18, 1200.0, , 
2145, GP03-315227, US Patent    Others, 2014, A8703633, 61.95, 9.62, 13.39, 14.0, 0.42, 1191.0, , 
2146, GP03-315228, US Patent    Others, 2014, A8703633, 61.68, 9.71, 13.32, 13.73, 0.2, 1208.0, , 
2147, GP03-315229, US Patent    Others, 2014, A8703633, 61.41, 10.34, 14.32, 11.61, 0.2, 1202.0, , 
2148, GP03-315230, US Patent    Others, 2014, A8703633, 61.09, 9.21, 12.92, 13.18, 0.39, 1207.0, , 
2149, GP03-315231, US Patent    Others, 2014, A8703633, 62.08, 9.67, 13.0, 13.74, 0.43, 1192.0, , 
2150, GP03-315232, US Patent    Others, 2014, A8703633, 61.0, 9.43, 13.71, 12.64, 0.17, 1223.0, , 
2151, GP03-315233, US Patent    Others, 2014, A8703633, 61.17, 9.5, 13.37, 13.33, 0.23, 1178.0, , 
2152, GP03-315234, US Patent    Others, 2014, A8703633, 61.48, 9.54, 13.44, 13.4, 0.43, 1197.0, , 
2153, GP02-316020, Japanese Patent    Nippon Electric Glass (J), 2014, A260450, 64.91, 12.99, 2.94, 3.05, 13.92, 1020.0, , 
2154, GP02-316022, Japanese Patent    Nippon Electric Glass (J), 2014, A260450, 64.91, 12.99, 2.94, 3.05, 13.92, 1020.0, , 
2155, GP02-316241, US Patent    Corning Inc. (US), 2014, A8765262, 60.0, 16.0, 3.0, , 16.0, 960.0, , 
2156, GP06-316466, US Patent    Nitto Boseki (J), 2014, A8841222, 61.59, 12.72, 18.45, 7.24, , 1305.0, , 
2157, GP06-316467, US Patent    Nitto Boseki (J), 2014, A8841222, 61.03, 12.01, 19.8, 7.06, 0.1, 1286.0, , 
2158, GP06-316468, US Patent    Nitto Boseki (J), 2014, A8841222, 61.3, 12.06, 18.36, 8.18, 0.1, 1271.0, , 
2159, GP06-316469, US Patent    Nitto Boseki (J), 2014, A8841222, 61.76, 12.17, 15.47, 10.46, 0.1, 1238.0, , 
